GEOID,gop_voteshare,dem_voteshare,NOTE:voteshares are averages of 2012/2016 presidential election data
55037190100,0.686312524,0.313687476
55037190200,0.686312524,0.313687476
55019950300,0.606687597,0.393312403
55019950700,0.606687597,0.393312403
55019950600,0.606687597,0.393312403
55019950800,0.606687597,0.393312403
55019950200,0.606687597,0.393312403
55019950500,0.606687597,0.393312403
55019950400,0.606687597,0.393312403
55019950100,0.606687597,0.393312403
55031021100,0.398489162,0.601510838
55031990000,0.5,0.5
55031020900,0.398489162,0.601510838
55031020600,0.398489162,0.601510838
55031020500,0.398489162,0.601510838
55031020400,0.398489162,0.601510838
55031020300,0.398489162,0.601510838
55031020800,0.398489162,0.601510838
55031020700,0.398489162,0.601510838
55031030200,0.398489162,0.601510838
55031030300,0.398489162,0.601510838
55031030100,0.398489162,0.601510838
55031021000,0.398489162,0.601510838
55049950600,0.381548641,0.618451359
55049950400,0.381548641,0.618451359
55049950300,0.381548641,0.618451359
55049950500,0.381548641,0.618451359
55049950200,0.381548641,0.618451359
55049950100,0.381548641,0.618451359
55059002300,0.468197262,0.531802738
55059002200,0.468197262,0.531802738
55059002100,0.468197262,0.531802738
55059001800,0.468197262,0.531802738
55059001700,0.468197262,0.531802738
55059001300,0.468197262,0.531802738
55059001200,0.468197262,0.531802738
55059001100,0.468197262,0.531802738
55059000900,0.468197262,0.531802738
55059000800,0.468197262,0.531802738
55059002906,0.468197262,0.531802738
55059000700,0.468197262,0.531802738
55059000500,0.468197262,0.531802738
55059000400,0.468197262,0.531802738
55059002700,0.468197262,0.531802738
55059002800,0.468197262,0.531802738
55059002000,0.468197262,0.531802738
55059001900,0.468197262,0.531802738
55059001000,0.468197262,0.531802738
55059000300,0.468197262,0.531802738
55059000100,0.468197262,0.531802738
55059990000,0.5,0.5
55059003001,0.468197262,0.531802738
55059003002,0.468197262,0.531802738
55059002903,0.468197262,0.531802738
55059002904,0.468197262,0.531802738
55059002905,0.468197262,0.531802738
55059002602,0.468197262,0.531802738
55059002601,0.468197262,0.531802738
55059000602,0.468197262,0.531802738
55059000601,0.468197262,0.531802738
55059002500,0.468197262,0.531802738
55059002400,0.468197262,0.531802738
55059001600,0.468197262,0.531802738
55059001500,0.468197262,0.531802738
55059001400,0.468197262,0.531802738
55047100600,0.648790519,0.351209481
55047100500,0.648790519,0.351209481
55047100400,0.648790519,0.351209481
55047100300,0.648790519,0.351209481
55047100200,0.648790519,0.351209481
55047100100,0.648790519,0.351209481
55015020800,0.585855812,0.414144188
55015020700,0.585855812,0.414144188
55015020308,0.585855812,0.414144188
55015020303,0.585855812,0.414144188
55015020304,0.585855812,0.414144188
55015020306,0.585855812,0.414144188
55015020600,0.585855812,0.414144188
55015020500,0.585855812,0.414144188
55015020200,0.585855812,0.414144188
55015020400,0.585855812,0.414144188
55015020100,0.585855812,0.414144188
55061960500,0.58487888,0.41512112
55061990000,0.5,0.5
55061960400,0.58487888,0.41512112
